"","Habitat","DayNight","Replicate","Mass","species","abundance"
"1","Colpomenia_peregrina","D",1,7.9,"Peramphithoe_parmerong",0
"2","Colpomenia_peregrina","D",2,11.9,"Peramphithoe_parmerong",0
"3","Colpomenia_peregrina","D",3,14,"Peramphithoe_parmerong",0
"4","Colpomenia_peregrina","D",4,8.7,"Peramphithoe_parmerong",0
"5","Colpomenia_peregrina","D",5,12.3,"Peramphithoe_parmerong",0
"6","Colpomenia_peregrina","D",6,12.8,"Peramphithoe_parmerong",0
"7","Colpomenia_peregrina","D",7,9.2,"Peramphithoe_parmerong",0
"8","Colpomenia_peregrina","D",8,10.5,"Peramphithoe_parmerong",1
"9","Colpomenia_peregrina","D",9,12.6,"Peramphithoe_parmerong",0
"10","Colpomenia_peregrina","D",10,10.4,"Peramphithoe_parmerong",0
"11","Colpomenia_peregrina","N",1,11.1,"Peramphithoe_parmerong",0
"12","Colpomenia_peregrina","N",2,6.8,"Peramphithoe_parmerong",0
"13","Colpomenia_peregrina","N",3,12.3,"Peramphithoe_parmerong",0
"14","Colpomenia_peregrina","N",4,10.1,"Peramphithoe_parmerong",0
"15","Colpomenia_peregrina","N",5,15.6,"Peramphithoe_parmerong",0
"16","Colpomenia_peregrina","N",6,7.3,"Peramphithoe_parmerong",0
"17","Colpomenia_peregrina","N",7,8.1,"Peramphithoe_parmerong",0
"18","Colpomenia_peregrina","N",8,5.3,"Peramphithoe_parmerong",0
"19","Colpomenia_peregrina","N",9,6.9,"Peramphithoe_parmerong",0
"20","Colpomenia_peregrina","N",10,8.3,"Peramphithoe_parmerong",0
"21","Dictyopteris_acrostichoides","D",1,25.5,"Peramphithoe_parmerong",0
"22","Dictyopteris_acrostichoides","D",2,43.6,"Peramphithoe_parmerong",1
"23","Dictyopteris_acrostichoides","D",3,27.9,"Peramphithoe_parmerong",0
"24","Dictyopteris_acrostichoides","D",4,70.7,"Peramphithoe_parmerong",0
"25","Dictyopteris_acrostichoides","D",5,42.7,"Peramphithoe_parmerong",0
"26","Dictyopteris_acrostichoides","D",6,47.3,"Peramphithoe_parmerong",1
"27","Dictyopteris_acrostichoides","D",7,20.1,"Peramphithoe_parmerong",4
"28","Dictyopteris_acrostichoides","D",8,45.3,"Peramphithoe_parmerong",1
"29","Dictyopteris_acrostichoides","D",9,21.7,"Peramphithoe_parmerong",0
"30","Dictyopteris_acrostichoides","D",10,40,"Peramphithoe_parmerong",0
"31","Dictyopteris_acrostichoides","N",1,42.9,"Peramphithoe_parmerong",0
"32","Dictyopteris_acrostichoides","N",2,38.2,"Peramphithoe_parmerong",0
"33","Dictyopteris_acrostichoides","N",3,20.1,"Peramphithoe_parmerong",1
"34","Dictyopteris_acrostichoides","N",4,10.3,"Peramphithoe_parmerong",0
"35","Dictyopteris_acrostichoides","N",5,25.7,"Peramphithoe_parmerong",0
"36","Dictyopteris_acrostichoides","N",6,41.9,"Peramphithoe_parmerong",0
"37","Dictyopteris_acrostichoides","N",7,29.4,"Peramphithoe_parmerong",0
"38","Dictyopteris_acrostichoides","N",8,21.8,"Peramphithoe_parmerong",0
"39","Dictyopteris_acrostichoides","N",9,23.9,"Peramphithoe_parmerong",0
"40","Dictyopteris_acrostichoides","N",10,23.8,"Peramphithoe_parmerong",0
"41","Sargassum_linearifolium","D",1,43.9,"Peramphithoe_parmerong",69
"42","Sargassum_linearifolium","D",2,52.3,"Peramphithoe_parmerong",16
"43","Sargassum_linearifolium","D",3,54.4,"Peramphithoe_parmerong",23
"44","Sargassum_linearifolium","D",4,25.6,"Peramphithoe_parmerong",8
"45","Sargassum_linearifolium","D",5,48.2,"Peramphithoe_parmerong",56
"46","Sargassum_linearifolium","D",6,70.4,"Peramphithoe_parmerong",3
"47","Sargassum_linearifolium","D",7,92.7,"Peramphithoe_parmerong",43
"48","Sargassum_linearifolium","D",8,52.7,"Peramphithoe_parmerong",26
"49","Sargassum_linearifolium","D",9,41.9,"Peramphithoe_parmerong",17
"50","Sargassum_linearifolium","D",10,31,"Peramphithoe_parmerong",5
"51","Sargassum_linearifolium","N",1,65.1,"Peramphithoe_parmerong",17
"52","Sargassum_linearifolium","N",2,41.5,"Peramphithoe_parmerong",3
"53","Sargassum_linearifolium","N",3,52.2,"Peramphithoe_parmerong",50
"54","Sargassum_linearifolium","N",4,40.1,"Peramphithoe_parmerong",23
"55","Sargassum_linearifolium","N",5,71.2,"Peramphithoe_parmerong",47
"56","Sargassum_linearifolium","N",6,35.2,"Peramphithoe_parmerong",13
"57","Sargassum_linearifolium","N",7,35.6,"Peramphithoe_parmerong",22
"58","Sargassum_linearifolium","N",8,47.7,"Peramphithoe_parmerong",96
"59","Sargassum_linearifolium","N",9,20.9,"Peramphithoe_parmerong",20
"60","Sargassum_linearifolium","N",10,34.6,"Peramphithoe_parmerong",45
"61","Sargassum_vestitum","D",1,42.3,"Peramphithoe_parmerong",30
"62","Sargassum_vestitum","D",2,31.8,"Peramphithoe_parmerong",23
"63","Sargassum_vestitum","D",3,42.8,"Peramphithoe_parmerong",56
"64","Sargassum_vestitum","D",4,27.3,"Peramphithoe_parmerong",13
"65","Sargassum_vestitum","D",5,37.9,"Peramphithoe_parmerong",60
"66","Sargassum_vestitum","D",6,52.9,"Peramphithoe_parmerong",3
"67","Sargassum_vestitum","D",7,27.1,"Peramphithoe_parmerong",31
"68","Sargassum_vestitum","D",8,35.7,"Peramphithoe_parmerong",9
"69","Sargassum_vestitum","D",9,34.4,"Peramphithoe_parmerong",24
"70","Sargassum_vestitum","D",10,31.8,"Peramphithoe_parmerong",5
"71","Sargassum_vestitum","N",1,25.6,"Peramphithoe_parmerong",44
"72","Sargassum_vestitum","N",2,51.9,"Peramphithoe_parmerong",45
"73","Sargassum_vestitum","N",3,46.4,"Peramphithoe_parmerong",18
"74","Sargassum_vestitum","N",4,27.1,"Peramphithoe_parmerong",16
"75","Sargassum_vestitum","N",5,51.9,"Peramphithoe_parmerong",42
"76","Sargassum_vestitum","N",6,26.4,"Peramphithoe_parmerong",16
"77","Sargassum_vestitum","N",7,26.1,"Peramphithoe_parmerong",20
"78","Sargassum_vestitum","N",8,16.3,"Peramphithoe_parmerong",9
"79","Sargassum_vestitum","N",9,28.7,"Peramphithoe_parmerong",13
"80","Sargassum_vestitum","N",10,53.7,"Peramphithoe_parmerong",2
"81","Zonaria_diesingiana","D",1,8.6,"Peramphithoe_parmerong",0
"82","Zonaria_diesingiana","D",2,6.2,"Peramphithoe_parmerong",0
"83","Zonaria_diesingiana","D",3,8.9,"Peramphithoe_parmerong",0
"84","Zonaria_diesingiana","D",4,7.4,"Peramphithoe_parmerong",0
"85","Zonaria_diesingiana","D",5,12.8,"Peramphithoe_parmerong",0
"86","Zonaria_diesingiana","D",6,15.3,"Peramphithoe_parmerong",0
"87","Zonaria_diesingiana","D",7,11.8,"Peramphithoe_parmerong",0
"88","Zonaria_diesingiana","D",8,9.9,"Peramphithoe_parmerong",0
"89","Zonaria_diesingiana","D",9,14.6,"Peramphithoe_parmerong",0
"90","Zonaria_diesingiana","D",10,10.4,"Peramphithoe_parmerong",0
"91","Zonaria_diesingiana","N",1,11.8,"Peramphithoe_parmerong",0
"92","Zonaria_diesingiana","N",2,4.2,"Peramphithoe_parmerong",0
"93","Zonaria_diesingiana","N",3,3.9,"Peramphithoe_parmerong",0
"94","Zonaria_diesingiana","N",4,7.6,"Peramphithoe_parmerong",0
"95","Zonaria_diesingiana","N",5,6.6,"Peramphithoe_parmerong",0
"96","Zonaria_diesingiana","N",6,10.3,"Peramphithoe_parmerong",0
"97","Zonaria_diesingiana","N",7,12.8,"Peramphithoe_parmerong",0
"98","Zonaria_diesingiana","N",8,7,"Peramphithoe_parmerong",0
"99","Zonaria_diesingiana","N",9,5.6,"Peramphithoe_parmerong",0
"100","Zonaria_diesingiana","N",10,7.2,"Peramphithoe_parmerong",0
"101","Colpomenia_peregrina","D",1,7.9,"Ampithoe_caddi",0
"102","Colpomenia_peregrina","D",2,11.9,"Ampithoe_caddi",0
"103","Colpomenia_peregrina","D",3,14,"Ampithoe_caddi",0
"104","Colpomenia_peregrina","D",4,8.7,"Ampithoe_caddi",0
"105","Colpomenia_peregrina","D",5,12.3,"Ampithoe_caddi",0
"106","Colpomenia_peregrina","D",6,12.8,"Ampithoe_caddi",1
"107","Colpomenia_peregrina","D",7,9.2,"Ampithoe_caddi",0
"108","Colpomenia_peregrina","D",8,10.5,"Ampithoe_caddi",0
"109","Colpomenia_peregrina","D",9,12.6,"Ampithoe_caddi",0
"110","Colpomenia_peregrina","D",10,10.4,"Ampithoe_caddi",1
"111","Colpomenia_peregrina","N",1,11.1,"Ampithoe_caddi",2
"112","Colpomenia_peregrina","N",2,6.8,"Ampithoe_caddi",0
"113","Colpomenia_peregrina","N",3,12.3,"Ampithoe_caddi",0
"114","Colpomenia_peregrina","N",4,10.1,"Ampithoe_caddi",0
"115","Colpomenia_peregrina","N",5,15.6,"Ampithoe_caddi",3
"116","Colpomenia_peregrina","N",6,7.3,"Ampithoe_caddi",0
"117","Colpomenia_peregrina","N",7,8.1,"Ampithoe_caddi",2
"118","Colpomenia_peregrina","N",8,5.3,"Ampithoe_caddi",0
"119","Colpomenia_peregrina","N",9,6.9,"Ampithoe_caddi",0
"120","Colpomenia_peregrina","N",10,8.3,"Ampithoe_caddi",0
"121","Dictyopteris_acrostichoides","D",1,25.5,"Ampithoe_caddi",19
"122","Dictyopteris_acrostichoides","D",2,43.6,"Ampithoe_caddi",37
"123","Dictyopteris_acrostichoides","D",3,27.9,"Ampithoe_caddi",112
"124","Dictyopteris_acrostichoides","D",4,70.7,"Ampithoe_caddi",145
"125","Dictyopteris_acrostichoides","D",5,42.7,"Ampithoe_caddi",19
"126","Dictyopteris_acrostichoides","D",6,47.3,"Ampithoe_caddi",76
"127","Dictyopteris_acrostichoides","D",7,20.1,"Ampithoe_caddi",13
"128","Dictyopteris_acrostichoides","D",8,45.3,"Ampithoe_caddi",30
"129","Dictyopteris_acrostichoides","D",9,21.7,"Ampithoe_caddi",10
"130","Dictyopteris_acrostichoides","D",10,40,"Ampithoe_caddi",30
"131","Dictyopteris_acrostichoides","N",1,42.9,"Ampithoe_caddi",18
"132","Dictyopteris_acrostichoides","N",2,38.2,"Ampithoe_caddi",49
"133","Dictyopteris_acrostichoides","N",3,20.1,"Ampithoe_caddi",95
"134","Dictyopteris_acrostichoides","N",4,10.3,"Ampithoe_caddi",12
"135","Dictyopteris_acrostichoides","N",5,25.7,"Ampithoe_caddi",48
"136","Dictyopteris_acrostichoides","N",6,41.9,"Ampithoe_caddi",6
"137","Dictyopteris_acrostichoides","N",7,29.4,"Ampithoe_caddi",21
"138","Dictyopteris_acrostichoides","N",8,21.8,"Ampithoe_caddi",35
"139","Dictyopteris_acrostichoides","N",9,23.9,"Ampithoe_caddi",179
"140","Dictyopteris_acrostichoides","N",10,23.8,"Ampithoe_caddi",8
"141","Sargassum_linearifolium","D",1,43.9,"Ampithoe_caddi",23
"142","Sargassum_linearifolium","D",2,52.3,"Ampithoe_caddi",0
"143","Sargassum_linearifolium","D",3,54.4,"Ampithoe_caddi",24
"144","Sargassum_linearifolium","D",4,25.6,"Ampithoe_caddi",33
"145","Sargassum_linearifolium","D",5,48.2,"Ampithoe_caddi",22
"146","Sargassum_linearifolium","D",6,70.4,"Ampithoe_caddi",4
"147","Sargassum_linearifolium","D",7,92.7,"Ampithoe_caddi",42
"148","Sargassum_linearifolium","D",8,52.7,"Ampithoe_caddi",14
"149","Sargassum_linearifolium","D",9,41.9,"Ampithoe_caddi",58
"150","Sargassum_linearifolium","D",10,31,"Ampithoe_caddi",5
"151","Sargassum_linearifolium","N",1,65.1,"Ampithoe_caddi",160
"152","Sargassum_linearifolium","N",2,41.5,"Ampithoe_caddi",17
"153","Sargassum_linearifolium","N",3,52.2,"Ampithoe_caddi",24
"154","Sargassum_linearifolium","N",4,40.1,"Ampithoe_caddi",43
"155","Sargassum_linearifolium","N",5,71.2,"Ampithoe_caddi",45
"156","Sargassum_linearifolium","N",6,35.2,"Ampithoe_caddi",25
"157","Sargassum_linearifolium","N",7,35.6,"Ampithoe_caddi",9
"158","Sargassum_linearifolium","N",8,47.7,"Ampithoe_caddi",11
"159","Sargassum_linearifolium","N",9,20.9,"Ampithoe_caddi",9
"160","Sargassum_linearifolium","N",10,34.6,"Ampithoe_caddi",27
"161","Sargassum_vestitum","D",1,42.3,"Ampithoe_caddi",1
"162","Sargassum_vestitum","D",2,31.8,"Ampithoe_caddi",1
"163","Sargassum_vestitum","D",3,42.8,"Ampithoe_caddi",10
"164","Sargassum_vestitum","D",4,27.3,"Ampithoe_caddi",0
"165","Sargassum_vestitum","D",5,37.9,"Ampithoe_caddi",8
"166","Sargassum_vestitum","D",6,52.9,"Ampithoe_caddi",0
"167","Sargassum_vestitum","D",7,27.1,"Ampithoe_caddi",5
"168","Sargassum_vestitum","D",8,35.7,"Ampithoe_caddi",14
"169","Sargassum_vestitum","D",9,34.4,"Ampithoe_caddi",1
"170","Sargassum_vestitum","D",10,31.8,"Ampithoe_caddi",0
"171","Sargassum_vestitum","N",1,25.6,"Ampithoe_caddi",5
"172","Sargassum_vestitum","N",2,51.9,"Ampithoe_caddi",0
"173","Sargassum_vestitum","N",3,46.4,"Ampithoe_caddi",1
"174","Sargassum_vestitum","N",4,27.1,"Ampithoe_caddi",1
"175","Sargassum_vestitum","N",5,51.9,"Ampithoe_caddi",13
"176","Sargassum_vestitum","N",6,26.4,"Ampithoe_caddi",7
"177","Sargassum_vestitum","N",7,26.1,"Ampithoe_caddi",20
"178","Sargassum_vestitum","N",8,16.3,"Ampithoe_caddi",1
"179","Sargassum_vestitum","N",9,28.7,"Ampithoe_caddi",5
"180","Sargassum_vestitum","N",10,53.7,"Ampithoe_caddi",0
"181","Zonaria_diesingiana","D",1,8.6,"Ampithoe_caddi",14
"182","Zonaria_diesingiana","D",2,6.2,"Ampithoe_caddi",1
"183","Zonaria_diesingiana","D",3,8.9,"Ampithoe_caddi",2
"184","Zonaria_diesingiana","D",4,7.4,"Ampithoe_caddi",0
"185","Zonaria_diesingiana","D",5,12.8,"Ampithoe_caddi",0
"186","Zonaria_diesingiana","D",6,15.3,"Ampithoe_caddi",0
"187","Zonaria_diesingiana","D",7,11.8,"Ampithoe_caddi",0
"188","Zonaria_diesingiana","D",8,9.9,"Ampithoe_caddi",0
"189","Zonaria_diesingiana","D",9,14.6,"Ampithoe_caddi",5
"190","Zonaria_diesingiana","D",10,10.4,"Ampithoe_caddi",3
"191","Zonaria_diesingiana","N",1,11.8,"Ampithoe_caddi",10
"192","Zonaria_diesingiana","N",2,4.2,"Ampithoe_caddi",14
"193","Zonaria_diesingiana","N",3,3.9,"Ampithoe_caddi",0
"194","Zonaria_diesingiana","N",4,7.6,"Ampithoe_caddi",8
"195","Zonaria_diesingiana","N",5,6.6,"Ampithoe_caddi",2
"196","Zonaria_diesingiana","N",6,10.3,"Ampithoe_caddi",4
"197","Zonaria_diesingiana","N",7,12.8,"Ampithoe_caddi",5
"198","Zonaria_diesingiana","N",8,7,"Ampithoe_caddi",4
"199","Zonaria_diesingiana","N",9,5.6,"Ampithoe_caddi",3
"200","Zonaria_diesingiana","N",10,7.2,"Ampithoe_caddi",3
"201","Colpomenia_peregrina","D",1,7.9,"Ampithoe_kava",0
"202","Colpomenia_peregrina","D",2,11.9,"Ampithoe_kava",1
"203","Colpomenia_peregrina","D",3,14,"Ampithoe_kava",0
"204","Colpomenia_peregrina","D",4,8.7,"Ampithoe_kava",1
"205","Colpomenia_peregrina","D",5,12.3,"Ampithoe_kava",0
"206","Colpomenia_peregrina","D",6,12.8,"Ampithoe_kava",0
"207","Colpomenia_peregrina","D",7,9.2,"Ampithoe_kava",0
"208","Colpomenia_peregrina","D",8,10.5,"Ampithoe_kava",0
"209","Colpomenia_peregrina","D",9,12.6,"Ampithoe_kava",0
"210","Colpomenia_peregrina","D",10,10.4,"Ampithoe_kava",0
"211","Colpomenia_peregrina","N",1,11.1,"Ampithoe_kava",0
"212","Colpomenia_peregrina","N",2,6.8,"Ampithoe_kava",0
"213","Colpomenia_peregrina","N",3,12.3,"Ampithoe_kava",0
"214","Colpomenia_peregrina","N",4,10.1,"Ampithoe_kava",0
"215","Colpomenia_peregrina","N",5,15.6,"Ampithoe_kava",0
"216","Colpomenia_peregrina","N",6,7.3,"Ampithoe_kava",0
"217","Colpomenia_peregrina","N",7,8.1,"Ampithoe_kava",1
"218","Colpomenia_peregrina","N",8,5.3,"Ampithoe_kava",0
"219","Colpomenia_peregrina","N",9,6.9,"Ampithoe_kava",0
"220","Colpomenia_peregrina","N",10,8.3,"Ampithoe_kava",0
"221","Dictyopteris_acrostichoides","D",1,25.5,"Ampithoe_kava",37
"222","Dictyopteris_acrostichoides","D",2,43.6,"Ampithoe_kava",9
"223","Dictyopteris_acrostichoides","D",3,27.9,"Ampithoe_kava",51
"224","Dictyopteris_acrostichoides","D",4,70.7,"Ampithoe_kava",36
"225","Dictyopteris_acrostichoides","D",5,42.7,"Ampithoe_kava",9
"226","Dictyopteris_acrostichoides","D",6,47.3,"Ampithoe_kava",68
"227","Dictyopteris_acrostichoides","D",7,20.1,"Ampithoe_kava",5
"228","Dictyopteris_acrostichoides","D",8,45.3,"Ampithoe_kava",21
"229","Dictyopteris_acrostichoides","D",9,21.7,"Ampithoe_kava",1
"230","Dictyopteris_acrostichoides","D",10,40,"Ampithoe_kava",9
"231","Dictyopteris_acrostichoides","N",1,42.9,"Ampithoe_kava",5
"232","Dictyopteris_acrostichoides","N",2,38.2,"Ampithoe_kava",22
"233","Dictyopteris_acrostichoides","N",3,20.1,"Ampithoe_kava",31
"234","Dictyopteris_acrostichoides","N",4,10.3,"Ampithoe_kava",3
"235","Dictyopteris_acrostichoides","N",5,25.7,"Ampithoe_kava",27
"236","Dictyopteris_acrostichoides","N",6,41.9,"Ampithoe_kava",0
"237","Dictyopteris_acrostichoides","N",7,29.4,"Ampithoe_kava",1
"238","Dictyopteris_acrostichoides","N",8,21.8,"Ampithoe_kava",2
"239","Dictyopteris_acrostichoides","N",9,23.9,"Ampithoe_kava",159
"240","Dictyopteris_acrostichoides","N",10,23.8,"Ampithoe_kava",3
"241","Sargassum_linearifolium","D",1,43.9,"Ampithoe_kava",127
"242","Sargassum_linearifolium","D",2,52.3,"Ampithoe_kava",9
"243","Sargassum_linearifolium","D",3,54.4,"Ampithoe_kava",34
"244","Sargassum_linearifolium","D",4,25.6,"Ampithoe_kava",21
"245","Sargassum_linearifolium","D",5,48.2,"Ampithoe_kava",34
"246","Sargassum_linearifolium","D",6,70.4,"Ampithoe_kava",9
"247","Sargassum_linearifolium","D",7,92.7,"Ampithoe_kava",123
"248","Sargassum_linearifolium","D",8,52.7,"Ampithoe_kava",8
"249","Sargassum_linearifolium","D",9,41.9,"Ampithoe_kava",63
"250","Sargassum_linearifolium","D",10,31,"Ampithoe_kava",42
"251","Sargassum_linearifolium","N",1,65.1,"Ampithoe_kava",64
"252","Sargassum_linearifolium","N",2,41.5,"Ampithoe_kava",21
"253","Sargassum_linearifolium","N",3,52.2,"Ampithoe_kava",44
"254","Sargassum_linearifolium","N",4,40.1,"Ampithoe_kava",36
"255","Sargassum_linearifolium","N",5,71.2,"Ampithoe_kava",70
"256","Sargassum_linearifolium","N",6,35.2,"Ampithoe_kava",65
"257","Sargassum_linearifolium","N",7,35.6,"Ampithoe_kava",24
"258","Sargassum_linearifolium","N",8,47.7,"Ampithoe_kava",28
"259","Sargassum_linearifolium","N",9,20.9,"Ampithoe_kava",71
"260","Sargassum_linearifolium","N",10,34.6,"Ampithoe_kava",29
"261","Sargassum_vestitum","D",1,42.3,"Ampithoe_kava",6
"262","Sargassum_vestitum","D",2,31.8,"Ampithoe_kava",2
"263","Sargassum_vestitum","D",3,42.8,"Ampithoe_kava",22
"264","Sargassum_vestitum","D",4,27.3,"Ampithoe_kava",2
"265","Sargassum_vestitum","D",5,37.9,"Ampithoe_kava",12
"266","Sargassum_vestitum","D",6,52.9,"Ampithoe_kava",1
"267","Sargassum_vestitum","D",7,27.1,"Ampithoe_kava",16
"268","Sargassum_vestitum","D",8,35.7,"Ampithoe_kava",10
"269","Sargassum_vestitum","D",9,34.4,"Ampithoe_kava",8
"270","Sargassum_vestitum","D",10,31.8,"Ampithoe_kava",1
"271","Sargassum_vestitum","N",1,25.6,"Ampithoe_kava",15
"272","Sargassum_vestitum","N",2,51.9,"Ampithoe_kava",0
"273","Sargassum_vestitum","N",3,46.4,"Ampithoe_kava",1
"274","Sargassum_vestitum","N",4,27.1,"Ampithoe_kava",1
"275","Sargassum_vestitum","N",5,51.9,"Ampithoe_kava",3
"276","Sargassum_vestitum","N",6,26.4,"Ampithoe_kava",10
"277","Sargassum_vestitum","N",7,26.1,"Ampithoe_kava",31
"278","Sargassum_vestitum","N",8,16.3,"Ampithoe_kava",0
"279","Sargassum_vestitum","N",9,28.7,"Ampithoe_kava",23
"280","Sargassum_vestitum","N",10,53.7,"Ampithoe_kava",0
"281","Zonaria_diesingiana","D",1,8.6,"Ampithoe_kava",8
"282","Zonaria_diesingiana","D",2,6.2,"Ampithoe_kava",10
"283","Zonaria_diesingiana","D",3,8.9,"Ampithoe_kava",4
"284","Zonaria_diesingiana","D",4,7.4,"Ampithoe_kava",0
"285","Zonaria_diesingiana","D",5,12.8,"Ampithoe_kava",0
"286","Zonaria_diesingiana","D",6,15.3,"Ampithoe_kava",4
"287","Zonaria_diesingiana","D",7,11.8,"Ampithoe_kava",3
"288","Zonaria_diesingiana","D",8,9.9,"Ampithoe_kava",0
"289","Zonaria_diesingiana","D",9,14.6,"Ampithoe_kava",13
"290","Zonaria_diesingiana","D",10,10.4,"Ampithoe_kava",0
"291","Zonaria_diesingiana","N",1,11.8,"Ampithoe_kava",0
"292","Zonaria_diesingiana","N",2,4.2,"Ampithoe_kava",2
"293","Zonaria_diesingiana","N",3,3.9,"Ampithoe_kava",0
"294","Zonaria_diesingiana","N",4,7.6,"Ampithoe_kava",13
"295","Zonaria_diesingiana","N",5,6.6,"Ampithoe_kava",0
"296","Zonaria_diesingiana","N",6,10.3,"Ampithoe_kava",1
"297","Zonaria_diesingiana","N",7,12.8,"Ampithoe_kava",0
"298","Zonaria_diesingiana","N",8,7,"Ampithoe_kava",0
"299","Zonaria_diesingiana","N",9,5.6,"Ampithoe_kava",4
"300","Zonaria_diesingiana","N",10,7.2,"Ampithoe_kava",0
"301","Colpomenia_peregrina","D",1,7.9,"Ampithoe_ngana",0
"302","Colpomenia_peregrina","D",2,11.9,"Ampithoe_ngana",0
"303","Colpomenia_peregrina","D",3,14,"Ampithoe_ngana",0
"304","Colpomenia_peregrina","D",4,8.7,"Ampithoe_ngana",0
"305","Colpomenia_peregrina","D",5,12.3,"Ampithoe_ngana",0
"306","Colpomenia_peregrina","D",6,12.8,"Ampithoe_ngana",3
"307","Colpomenia_peregrina","D",7,9.2,"Ampithoe_ngana",0
"308","Colpomenia_peregrina","D",8,10.5,"Ampithoe_ngana",0
"309","Colpomenia_peregrina","D",9,12.6,"Ampithoe_ngana",0
"310","Colpomenia_peregrina","D",10,10.4,"Ampithoe_ngana",0
"311","Colpomenia_peregrina","N",1,11.1,"Ampithoe_ngana",12
"312","Colpomenia_peregrina","N",2,6.8,"Ampithoe_ngana",0
"313","Colpomenia_peregrina","N",3,12.3,"Ampithoe_ngana",0
"314","Colpomenia_peregrina","N",4,10.1,"Ampithoe_ngana",0
"315","Colpomenia_peregrina","N",5,15.6,"Ampithoe_ngana",0
"316","Colpomenia_peregrina","N",6,7.3,"Ampithoe_ngana",1
"317","Colpomenia_peregrina","N",7,8.1,"Ampithoe_ngana",1
"318","Colpomenia_peregrina","N",8,5.3,"Ampithoe_ngana",0
"319","Colpomenia_peregrina","N",9,6.9,"Ampithoe_ngana",1
"320","Colpomenia_peregrina","N",10,8.3,"Ampithoe_ngana",3
"321","Dictyopteris_acrostichoides","D",1,25.5,"Ampithoe_ngana",21
"322","Dictyopteris_acrostichoides","D",2,43.6,"Ampithoe_ngana",42
"323","Dictyopteris_acrostichoides","D",3,27.9,"Ampithoe_ngana",30
"324","Dictyopteris_acrostichoides","D",4,70.7,"Ampithoe_ngana",34
"325","Dictyopteris_acrostichoides","D",5,42.7,"Ampithoe_ngana",15
"326","Dictyopteris_acrostichoides","D",6,47.3,"Ampithoe_ngana",29
"327","Dictyopteris_acrostichoides","D",7,20.1,"Ampithoe_ngana",8
"328","Dictyopteris_acrostichoides","D",8,45.3,"Ampithoe_ngana",37
"329","Dictyopteris_acrostichoides","D",9,21.7,"Ampithoe_ngana",3
"330","Dictyopteris_acrostichoides","D",10,40,"Ampithoe_ngana",7
"331","Dictyopteris_acrostichoides","N",1,42.9,"Ampithoe_ngana",1
"332","Dictyopteris_acrostichoides","N",2,38.2,"Ampithoe_ngana",105
"333","Dictyopteris_acrostichoides","N",3,20.1,"Ampithoe_ngana",43
"334","Dictyopteris_acrostichoides","N",4,10.3,"Ampithoe_ngana",3
"335","Dictyopteris_acrostichoides","N",5,25.7,"Ampithoe_ngana",19
"336","Dictyopteris_acrostichoides","N",6,41.9,"Ampithoe_ngana",0
"337","Dictyopteris_acrostichoides","N",7,29.4,"Ampithoe_ngana",2
"338","Dictyopteris_acrostichoides","N",8,21.8,"Ampithoe_ngana",6
"339","Dictyopteris_acrostichoides","N",9,23.9,"Ampithoe_ngana",135
"340","Dictyopteris_acrostichoides","N",10,23.8,"Ampithoe_ngana",2
"341","Sargassum_linearifolium","D",1,43.9,"Ampithoe_ngana",103
"342","Sargassum_linearifolium","D",2,52.3,"Ampithoe_ngana",57
"343","Sargassum_linearifolium","D",3,54.4,"Ampithoe_ngana",17
"344","Sargassum_linearifolium","D",4,25.6,"Ampithoe_ngana",23
"345","Sargassum_linearifolium","D",5,48.2,"Ampithoe_ngana",54
"346","Sargassum_linearifolium","D",6,70.4,"Ampithoe_ngana",4
"347","Sargassum_linearifolium","D",7,92.7,"Ampithoe_ngana",136
"348","Sargassum_linearifolium","D",8,52.7,"Ampithoe_ngana",5
"349","Sargassum_linearifolium","D",9,41.9,"Ampithoe_ngana",70
